The Valley,0.274862881743,0.193957427949,0.531179690308
Meadow Woods,0.274862881743,0.193957427949,0.531179690308
Costa Mesa,0.399420479703,0.175103357321,0.425476162976
Salt Lake City,0.399420479703,0.175103357321,0.425476162976
Brushy Creek,0.551135304993,0.145354764681,0.303509930325
White Plains,0.562718937005,0.134921974303,0.302359088692
Frisco,0.562718937006,0.134921974303,0.302359088691
Etobicoke,0.538928701081,0.166644161854,0.294427137065
Winnipeg,0.538928701081,0.166644161854,0.294427137065
Funza,0.538928701081,0.166644161854,0.294427137065
Livingston,0.538928701081,0.166644161854,0.294427137065
Augusta,0.538928701081,0.166644161854,0.294427137065
Santa Ana,0.538928701081,0.166644161854,0.294427137065
Santa Ana,0.538928701081,0.166644161854,0.294427137065
Santa Ana,0.538928701081,0.166644161854,0.294427137065
Cullman,0.538928701081,0.166644161854,0.294427137065
North Little Rock,0.538928701081,0.166644161854,0.294427137065
Boca Raton,0.538928701081,0.166644161854,0.294427137065
Key West,0.538928701081,0.166644161854,0.294427137065
Augusta,0.538928701081,0.166644161854,0.294427137065
Belvedere Park,0.538928701081,0.166644161854,0.294427137065
Savannah,0.538928701081,0.166644161854,0.294427137065
Leawood,0.538928701081,0.166644161854,0.294427137065
Annapolis,0.538928701081,0.166644161854,0.294427137065
Bowie,0.538928701081,0.166644161854,0.294427137065
Parole,0.538928701081,0.166644161854,0.294427137065
Durham,0.538928701081,0.166644161854,0.294427137065
Elizabeth City,0.538928701081,0.166644161854,0.294427137065
Brentwood Estates,0.538928701081,0.166644161854,0.294427137065
Farragut,0.538928701081,0.166644161854,0.294427137065
La Vergne,0.538928701081,0.166644161854,0.294427137065
Euless,0.538928701081,0.166644161854,0.294427137065
Houston,0.538928701082,0.166644161854,0.294427137065
Augusta,0.538928701081,0.166644161854,0.294427137065
Livingston,0.538928701081,0.166644161854,0.294427137065
Secaucus,0.538928701081,0.166644161854,0.294427137065
Canarsie,0.538928701081,0.166644161854,0.294427137065
East Massapequa,0.538928701081,0.166644161854,0.294427137065
Port Chester,0.538928701081,0.166644161854,0.294427137065
El Dorado Hills,0.538928701081,0.166644161854,0.294427137065
Huntington Beach,0.538928701081,0.166644161854,0.294427137065
Santa Ana,0.538928701081,0.166644161854,0.294427137065
